date,title_el,title_en,who_el,who_en,what_el,what_en,where_el,where_en,when_el,when_en,why_el,why_en,lat,lng,region_el,region_en,photo_url,actor_photos,actor_names_el,actor_names_en,sources,youtube_url,chart_type,chart_data,tags_el,tags_en
2026-04-02,Η πρόεδρος δηλώνει δημόσια ότι δεν δέχθηκε πιέσεις,The presiding judge publicly says she was not pressured,Η πρόεδρος Αποστολία Ζαχαριάδη.,The presiding judge Apostolia Zachariadi.,Απαντά δημόσια ότι δεν δέχθηκε καμία πίεση από κανέναν.,Απαντά δημόσια ότι not δέχθηκε καμία πίεση from κανέναν.,Ακροατήριο της δίκης για τα βίντεο.,Courtroom of the trial over the videos.,2026-04-02.,2026-04-02.,Αντιδρά στις καταγγελίες περί παρεμβάσεων που είχαν διατυπωθεί από την πολιτική αγωγή.,Αντιδρά στις καταγγελίες περί παρεμβάσεων που είχαν διατυπωθεί from the civil action side.,NaN,NaN,NaN,NaN,,,Αποστολία Ζαχαριάδη,Apostolia Zachariadi,Dikastiko.gr 02/04/2026::https://www.dikastiko.gr/eidhsh/diki-gia-ta-chamena-vinteo-sta-tempi-tha-dothoyn-ta-antigrafa-psifiakon-dedomenon-den-dechthika-pieseis-apo-kanenan-eipe-i-proedros/|Report PDF::file:///Users/troboukis/Downloads/%CE%91%CE%BD%CE%B1%CE%BB%CF%85%CF%84%CE%B9%CE%BA%CE%B7%CC%81%20%CF%87%CF%81%CE%BF%CE%BD%CE%BF%CE%B3%CF%81%CE%B1%CE%BC%CE%BC%CE%B7%CC%81%20%CE%B3%CE%B9%CE%B1%20%CF%84%CE%B1%20%CE%B2%CE%B9%CC%81%CE%BD%CF%84%CE%B5%CE%BF%20%CF%84%CE%BF%CF%85%20%CE%B4%CF%85%CF%83%CF%84%CF%85%CF%87%CE%B7%CC%81%CE%BC%CE%B1%CF%84%CE%BF%CF%82%20%CF%83%CF%84%CE%B1%20%CE%A4%CE%B5%CC%81%CE%BC%CF%80%CE%B7%20%CE%BA%CE%B1%CE%B9%20%CF%84%CE%B9%CF%82%20%CE%B4%CE%B9%CE%BA%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CE%B5%CC%81%CF%82%20%CE%B5%CE%BE%CE%B5%CE%BB%CE%B9%CC%81%CE%BE%CE%B5%CE%B9%CF%82.pdf,,,,δημόσια σύγκρουση|έδρα,public_dispute|bench
2026-04-02,Η πρόεδρος υποβάλλει δήλωση αποχής,The presiding judge files a recusal statement,Η πρόεδρος Αποστολία Ζαχαριάδη.,The presiding judge Apostolia Zachariadi.,Υποβάλλει δήλωση αποχής από τη δίκη για τα χαμένα βίντεο.,Υποβάλλει recusal statement from τη δίκη for τα χαμέto βίντεο.,Λάρισα.,Larisa.,2026-04-02.,2026-04-02.,Η αποχή ακολουθεί την ένταση που είχε προηγηθεί και οδηγεί σε νέα δικονομική εμπλοκή.,The αποχή ακολουθεί the ένταση που είχε προηγηθεί and οδηγεί in νέα δικονομική εμπλοκή.,39.6390,22.4191,Θεσσαλία,Thessaly,,,Αποστολία Ζαχαριάδη,Apostolia Zachariadi,Gegonota 02/04/2026::https://gegonota.news/2026/04/02/dekti-apochi-tis-proedrou-sti-diki-gia-chamena-vinteo-anavallete-ep-aoriston/|Report PDF::file:///Users/troboukis/Downloads/%CE%91%CE%BD%CE%B1%CE%BB%CF%85%CF%84%CE%B9%CE%BA%CE%B7%CC%81%20%CF%87%CF%81%CE%BF%CE%BD%CE%BF%CE%B3%CF%81%CE%B1%CE%BC%CE%BC%CE%B7%CC%81%20%CE%B3%CE%B9%CE%B1%20%CF%84%CE%B1%20%CE%B2%CE%B9%CC%81%CE%BD%CF%84%CE%B5%CE%BF%20%CF%84%CE%BF%CF%85%20%CE%B4%CF%85%CF%83%CF%84%CF%85%CF%87%CE%B7%CC%81%CE%BC%CE%B1%CF%84%CE%BF%CF%82%20%CF%83%CF%84%CE%B1%20%CE%A4%CE%B5%CC%81%CE%BC%CF%80%CE%B7%20%CE%BA%CE%B1%CE%B9%20%CF%84%CE%B9%CF%82%20%CE%B4%CE%B9%CE%BA%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CE%B5%CC%81%CF%82%20%CE%B5%CE%BE%CE%B5%CE%BB%CE%B9%CC%81%CE%BE%CE%B5%CE%B9%CF%82.pdf,,,,διαδικασία|έδρα,procedure|bench
2026-04-02,Σχηματίζεται αυτεπάγγελτη δικογραφία για βιντεοσκόπηση αστυνομικών στην κύρια δίκη,An ex officio case file is formed over the filming of police officers in the main trial,Η Εισαγγελία Λάρισας και η Ζωή Κωνσταντοπούλου.,The Larisa prosecutor's office and Zoe Konstantopoulou.,Αναφέρεται σχηματισμός αυτεπάγγελτης δικογραφίας σε βάρος της Ζωής Κωνσταντοπούλου για βίντεο που τράβηξε ή δημοσιοποίησε με αστυνομικούς κατά τη διάρκεια της κύριας δίκης.,An ex officio case file is reported against Zoe Konstantopoulou for video she recorded or published showing police officers during the main trial.,Λάρισα.,Larisa.,"2026-04-02, 18:33.","2026-04-02, 18:33.",Συνδέει άμεσα την απαγόρευση καταγραφής στην αίθουσα με νέο παράπλευρο ποινικό αντικείμενο.,It directly links the in-court recording ban with a new collateral criminal matter.,39.6390,22.4191,Θεσσαλία,Thessaly,,,Ζωή Κωνσταντοπούλου,Zoe Konstantopoulou,Report PDF::file:///Users/troboukis/Downloads/%CE%91%CE%BD%CE%B1%CE%BB%CF%85%CF%84%CE%B9%CE%BA%CE%B7%CC%81%20%CF%87%CF%81%CE%BF%CE%BD%CE%BF%CE%B3%CF%81%CE%B1%CE%BC%CE%BC%CE%B7%CC%81%20%CE%B3%CE%B9%CE%B1%20%CF%84%CE%B1%20%CE%B2%CE%B9%CC%81%CE%BD%CF%84%CE%B5%CE%BF%20%CF%84%CE%BF%CF%85%20%CE%B4%CF%85%CF%83%CF%84%CF%85%CF%87%CE%B7%CC%81%CE%BC%CE%B1%CF%84%CE%BF%CF%82%20%CF%83%CF%84%CE%B1%20%CE%A4%CE%B5%CC%81%CE%BC%CF%80%CE%B7%20%CE%BA%CE%B1%CE%B9%20%CF%84%CE%B9%CF%82%20%CE%B4%CE%B9%CE%BA%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CE%B5%CC%81%CF%82%20%CE%B5%CE%BE%CE%B5%CE%BB%CE%B9%CC%81%CE%BE%CE%B5%CE%B9%CF%82.pdf,,,,κύρια δίκη|δικογραφία|βιντεοσκόπηση,main_trial|case_file|video_recording
2026-04-02,Το Συμβούλιο Πλημμελειοδικών δέχεται την αποχή και η δίκη παγώνει,The Misdemeanors Council accepts the recusal and the trial freezes,Συμβούλιο Πλημμελειοδικών Λάρισας.,Συμβούλιο Πλημμελειοδικών Larisaς.,"Η δήλωση αποχής γίνεται δεκτή, χρειάζεται νέος δικαστής και η δίκη αναβάλλεται επ’ αόριστον.","The recusal statement γίνεται δεκτή, χρειάζεται νέος δικαστής and η δίκη αναβάλλεται επ’ αόριστον.",Λάρισα.,Larisa.,2026-04-02.,2026-04-02.,Μετά την αποδοχή της αποχής δεν μπορεί να συνεχίσει η ίδια σύνθεση του δικαστηρίου.,Μετά the αποδοχή of the αποχής not μπορεί to συνεχίσει η ίδια σύνθεση of the δικαστηρίου.,39.6390,22.4191,Θεσσαλία,Thessaly,,,,,Gegonota 02/04/2026::https://gegonota.news/2026/04/02/dekti-apochi-tis-proedrou-sti-diki-gia-chamena-vinteo-anavallete-ep-aoriston/|Report PDF::file:///Users/troboukis/Downloads/%CE%91%CE%BD%CE%B1%CE%BB%CF%85%CF%84%CE%B9%CE%BA%CE%B7%CC%81%20%CF%87%CF%81%CE%BF%CE%BD%CE%BF%CE%B3%CF%81%CE%B1%CE%BC%CE%BC%CE%B7%CC%81%20%CE%B3%CE%B9%CE%B1%20%CF%84%CE%B1%20%CE%B2%CE%B9%CC%81%CE%BD%CF%84%CE%B5%CE%BF%20%CF%84%CE%BF%CF%85%20%CE%B4%CF%85%CF%83%CF%84%CF%85%CF%87%CE%B7%CC%81%CE%BC%CE%B1%CF%84%CE%BF%CF%82%20%CF%83%CF%84%CE%B1%20%CE%A4%CE%B5%CC%81%CE%BC%CF%80%CE%B7%20%CE%BA%CE%B1%CE%B9%20%CF%84%CE%B9%CF%82%20%CE%B4%CE%B9%CE%BA%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CE%B5%CC%81%CF%82%20%CE%B5%CE%BE%CE%B5%CE%BB%CE%B9%CC%81%CE%BE%CE%B5%CE%B9%CF%82.pdf,,,,διαδικασία|αναβολή,procedure|adjournment
NaN,Διατάσσεται προκαταρκτική εξέταση για τα χαμένα βίντεο της Θεσσαλονίκης,A preliminary inquiry is ordered over the missing Thessaloniki videos,"Εισαγγελικές αρχές, πρώην και νυν στελέχη του ΟΣΕ και η Interstar Security.","Prosecutorial authorities, former and current OSE officials, and Interstar Security.",Διατάσσεται προκαταρκτική εξέταση με μηνιαία προθεσμία για το γιατί το υλικό από τη Θεσσαλονίκη δεν περιείχε κρίσιμες βιντεοσκοπήσεις φόρτωσης και αναχώρησης.,A preliminary inquiry with a one-month deadline is ordered to examine why the Thessaloniki material lacked key loading and departure footage.,Θεσσαλονίκη / εισαγγελικές αρχές.,Thessaloniki / prosecutorial authorities.,02.2025 (αναφορά περιόδου).,02.2025 (period reference).,Αναδεικνύει ότι η απουσία βίντεο φόρτωσης και αναχώρησης είχε ήδη μετατραπεί σε αυτοτελές ανακριτικό ερώτημα.,It shows that the absence of loading and departure footage had already become a distinct investigative issue.,40.6401,22.9444,Κεντρική Μακεδονία,Central Macedonia,,,,,Report PDF::file:///Users/troboukis/Downloads/%CE%91%CE%BD%CE%B1%CE%BB%CF%85%CF%84%CE%B9%CE%BA%CE%B7%CC%81%20%CF%87%CF%81%CE%BF%CE%BD%CE%BF%CE%B3%CF%81%CE%B1%CE%BC%CE%BC%CE%B7%CC%81%20%CE%B3%CE%B9%CE%B1%20%CF%84%CE%B1%20%CE%B2%CE%B9%CC%81%CE%BD%CF%84%CE%B5%CE%BF%20%CF%84%CE%BF%CF%85%20%CE%B4%CF%85%CF%83%CF%84%CF%85%CF%87%CE%B7%CC%81%CE%BC%CE%B1%CF%84%CE%BF%CF%82%20%CF%83%CF%84%CE%B1%20%CE%A4%CE%B5%CC%81%CE%BC%CF%80%CE%B7%20%CE%BA%CE%B1%CE%B9%20%CF%84%CE%B9%CF%82%20%CE%B4%CE%B9%CE%BA%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CE%B5%CC%81%CF%82%20%CE%B5%CE%BE%CE%B5%CE%BB%CE%B9%CC%81%CE%BE%CE%B5%CE%B9%CF%82.pdf,,,,βίντεο|ανάκριση|Θεσσαλονίκη,videos|investigation|thessaloniki
NaN,Η Ένωση Δικαστών και Εισαγγελέων παρεμβαίνει με ανακοίνωση,The Association of Judges and Prosecutors intervenes with a statement,Ένωση Δικαστών και Εισαγγελέων και ο πρόεδρός της Χριστόφορος Σεβαστίδης.,Ένωση Δικαστών and Εισαγγελέων and ο πρόεδρός of the Christoforos Sevastidis.,"Εκδίδεται ανακοίνωση για ανοιχτή δίκη, γεγονός που η Ζωή Κωνσταντοπούλου καταγγέλλει ως αθέμιτη παρέμβαση.","Εκδίδεται ανακοίνωση for ανοιχτή δίκη, γεγονός που η Zoe Konstantopoulou καταγγέλλει ως αθέμιτη παρέμβαση.",Δημόσια συζήτηση για τη δίκη των βίντεο.,Δημόσια συζήτηση for τη δίκη of the βίντεο.,NaN.,NaN.,Η ανακοίνωση συνδέεται με τη δημόσια αντιπαράθεση για την αποχή της προέδρου και για τις πιέσεις γύρω από τη δίκη.,The ανακοίνωση συνδέεται with τη δημόσια αντιπαράθεση for the αποχή of the προέδρου and for τις πιέσεις γύρω from τη δίκη.,NaN,NaN,NaN,NaN,,,"Ζωή Κωνσταντοπούλου, Χριστόφορος Σεβαστίδης","Zoe Konstantopoulou, Christoforos Sevastidis","Συνέντευξη 05/04/2026, γραμμές 13-19::file:///Users/troboukis/Code/timeline-app/tempi/videos-trial/source-transcriptions/konstantopoulou_5_4_2026.txt",,,,δημόσια σύγκρουση|παρεμβάσεις,public_dispute|interventions
NaN,Καταγγέλλεται αλλοίωση και καταστροφή στοιχείων στο πεδίο,Alteration and destruction of evidence at the scene are alleged,"Κυβερνητικοί φορείς και υποστηρικτικοί μηχανισμοί, όπως τους κατονομάζει η Ζωή Κωνσταντοπούλου.","Κυβερνητικοί φορείς and υποστηρικτικοί μηχανισμοί, όπως τους κατονομάζει η Zoe Konstantopoulou.","Περιγράφονται εξαφάνιση στοιχείων, αλλοίωση στοιχείων, καταστροφή βιολογικού υλικού και μπάζωμα του χώρου.","Περιγράφονται εξαφάνιση στοιχείων, αλλοίωση στοιχείων, καταστροφή βιολογικού υλικού and μπάζωμα of the χώρου.",Τόπος του δυστυχήματος στα Τέμπη.,Tempi crash site.,NaN.,NaN.,Η ομιλήτρια το εντάσσει σε ευρύτερη προσπάθεια συγκάλυψης της υπόθεσης.,The ομιλήτρια το εντάσσει in ευρύτερη προσπάθεια συγκάλυψης of the υπόθεσης.,39.8796,22.5887,Θεσσαλία,Thessaly,,,Ζωή Κωνσταντοπούλου,Zoe Konstantopoulou,"Συνέντευξη 05/04/2026, γραμμή 19::file:///Users/troboukis/Code/timeline-app/tempi/videos-trial/source-transcriptions/konstantopoulou_5_4_2026.txt",,,,μπάζωμα|συγκάλυψη,site_coverup|cover_up
NaN,Καταγγέλλονται ύβρεις προς γονείς και συνηγόρους μέσα στο ακροατήριο,Insults against parents and lawyers in the courtroom are alleged,"Συνήγοροι υπεράσπισης, γονείς θυμάτων, Γιάννης Ψαρόπουλος και Ζωή Κωνσταντοπούλου.","Συνήγοροι defenseς, parents of the victims, Giannis Psaropoulos and Zoe Konstantopoulou.","Η Ζωή Κωνσταντοπούλου περιγράφει χυδαίες επιθέσεις, προκλήσεις και εξυβρίσεις προς γονείς θυμάτων και συνηγόρους.","The Zoe Konstantopoulou περιγράφει χυδαίες επιθέσεις, προκλήσεις and εξυβρίσεις προς parents of the victims and συνηγόρους.",Ακροατήριο της δίκης στη Λάρισα.,Ακροατήριο of the δίκης at the Larisa.,NaN.,NaN.,"Το γεγονός εντάσσεται στη συνολική ένταση που, κατά την ίδια, επιχειρεί να εκφοβίσει την πολιτική αγωγή.","The γεγονός εντάσσεται at the συνολική ένταση που, κατά the ίδια, επιχειρεί to εκφοβίσει the civil action side.",39.6390,22.4191,Θεσσαλία,Thessaly,,,"Ζωή Κωνσταντοπούλου, Γιάννης Ψαρόπουλος","Zoe Konstantopoulou, Giannis Psaropoulos","Συνέντευξη 05/04/2026, γραμμές 63-67::file:///Users/troboukis/Code/timeline-app/tempi/videos-trial/source-transcriptions/konstantopoulou_5_4_2026.txt",,,,ένταση|ακροατήριο,tension|courtroom
NaN,Μέρος του υλικού μένει εκτός δικογραφίας και φυλάσσεται στο σπίτι,Part of the material stays out of the case file and is kept at home,Ο πραγματογνώμονας Πατζόπουλος.,The expert witness Patzopoulos.,Κρατά βίντεο από το βράδυ του δυστυχήματος και από επόμενες ημέρες στο σπίτι του και δεν τα ενσωματώνει στην έκθεση πραγματογνωμοσύνης.,Κρατά βίντεο from το βράδυ of the δυστυχήματος and from επόμενες ημέρες at the σπίτι of the and not τα ενσωματώνει in the έκθεση πραγματογνωμοσύνης.,Σπίτι του πραγματογνώμονα.,Expert witness's home.,NaN.,NaN.,Δηλώνει αργότερα ότι απέκρυψε υλικό για να μην εκθέσει την υπηρεσία του.,Δηλώνει αργότερα ότι απέκρυψε υλικό for to μην εκθέσει the υπηρεσία του.,NaN,NaN,NaN,NaN,,,Πατζόπουλος,Patzopoulos,"Συνέντευξη 05/04/2026, γραμμή 23::file:///Users/troboukis/Code/timeline-app/tempi/videos-trial/source-transcriptions/konstantopoulou_5_4_2026.txt",,,,πραγματογνωμοσύνη|βίντεο|απόκρυψη,expert_report|videos|concealment
NaN,Ο Καπερνάρος εμφανίζεται με μπράβους και προκαλεί επεισόδιο,Kapernaros appears with bodyguards and causes an incident,Βασίλης Καπερνάρος και άτομα ασφαλείας που τον συνόδευαν.,Vasilis Kapernaros and άτομα ασφαλείας που the συνόδευαν.,Η Ζωή Κωνσταντοπούλου αναφέρει ότι ο Καπερνάρος εμφανίστηκε με μπράβους και δημιούργησε έμπρακτο επεισόδιο.,The Zoe Konstantopoulou αναφέρει ότι ο Καπερνάρος εμφανίστηκε with μπράβους and δημιούργηin έμπρακτο επεισόδιο.,Χώρος του δικαστηρίου στη Λάρισα.,Χώρος of the δικαστηρίου at the Larisa.,NaN.,NaN.,Η ίδια το παρουσιάζει ως κορύφωση του κλίματος εκφοβισμού μέσα στη δίκη.,The ίδια το παρουσιάζει ως κορύφωση of the κλίματος εκφοβισμού μέσα at the δίκη.,39.6390,22.4191,Θεσσαλία,Thessaly,,,"Ζωή Κωνσταντοπούλου, Βασίλης Καπερνάρος","Zoe Konstantopoulou, Vasilis Kapernaros","Συνέντευξη 05/04/2026, γραμμή 67::file:///Users/troboukis/Code/timeline-app/tempi/videos-trial/source-transcriptions/konstantopoulou_5_4_2026.txt",,,,ένταση|ακροατήριο,tension|courtroom
NaN,Ορίζονται ο εφέτης ειδικός ανακριτής και η αναπληρώτριά του,The special appellate investigating judge and his deputy are appointed,Ο εφέτης ειδικός ανακριτής Σωτήρης Μπακαΐμης και η αναπληρώτριά του Σοφία Λυμπεριάδου.,Special appellate investigating judge Sotiris Bakaimis and his deputy Sofia Lymperiadou.,Αναλαμβάνουν τη βασική ανακριτική διαχείριση της υπόθεσης των Τεμπών.,They assume the core investigative management of the Tempi case.,Λάρισα / Εφετείο Λάρισας.,Larisa / Larisa Court of Appeal.,Μάρτιος 2023.,March 2023.,Τοποθετεί τα βασικά πρόσωπα που χειρίστηκαν την κύρια ανάκριση και αργότερα τα αιτήματα για τα βίντεο.,It identifies the key judicial figures who handled the main investigation and later video-related requests.,39.6390,22.4191,Θεσσαλία,Thessaly,,,"Σωτήρης Μπακαΐμης, Σοφία Λυμπεριάδου","Sotiris Bakaimis, Sofia Lymperiadou",Report PDF::file:///Users/troboukis/Downloads/%CE%91%CE%BD%CE%B1%CE%BB%CF%85%CF%84%CE%B9%CE%BA%CE%B7%CC%81%20%CF%87%CF%81%CE%BF%CE%BD%CE%BF%CE%B3%CF%81%CE%B1%CE%BC%CE%BC%CE%B7%CC%81%20%CE%B3%CE%B9%CE%B1%20%CF%84%CE%B1%20%CE%B2%CE%B9%CC%81%CE%BD%CF%84%CE%B5%CE%BF%20%CF%84%CE%BF%CF%85%20%CE%B4%CF%85%CF%83%CF%84%CF%85%CF%87%CE%B7%CC%81%CE%BC%CE%B1%CF%84%CE%BF%CF%82%20%CF%83%CF%84%CE%B1%20%CE%A4%CE%B5%CC%81%CE%BC%CF%80%CE%B7%20%CE%BA%CE%B1%CE%B9%20%CF%84%CE%B9%CF%82%20%CE%B4%CE%B9%CE%BA%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CE%B5%CC%81%CF%82%20%CE%B5%CE%BE%CE%B5%CE%BB%CE%B9%CC%81%CE%BE%CE%B5%CE%B9%CF%82.pdf,,,,διαδικασία|ανάκριση|πρόσωπα,procedure|investigation|people
